cidade,sigla_uf,segmento,nome_comercial,telefone,email,capital_social,endereco_completo
Mata Verde,MG,MERCADO - Perecíveis,SUPERMERCADO NOVO RUBIM,33 88334388,rmercadinhorubim@yahoo.com,200000,"AVENIDA ALMENARA, 191 - PLANALTO, Mata Verde - MG"
Mata Verde,MG,MERCADO - Perecíveis,LIDY SUERMERCADO,33 99263012,ilidianealvesdarocha@gmail.com,150000,"TRAVESSA JUA, 05 - CENTRO, Mata Verde - MG"
Mata Verde,MG,MERCADO - Perecíveis,CAFE MATA VERDE,33 37221127,gersinofilho@bol.com.br,120000,"RUA DA BAHIA, 113 - CENTRO, Mata Verde - MG"
Mata Verde,MG,AGRO - Revenda,NOFAL,33 37221164,nofal.agro@gmail.com,100000,"PRACA JOSE DE ASSIS LEBRAO, 80 - CENTRO, Mata Verde - MG"
Mata Verde,MG,AGRO - Revenda,COMERCIAL LAVOURA FERTIL,33 37221009,contatocontabilidade@yahoo.com.br,100000,"RUA HERMINIO ARAUJO DOS SANTOS, 35 - CENTRO, Mata Verde - MG"
Mata Verde,MG,MERCADO - Perecíveis,XERETA SUPERMERCADOS,33 88320853,katrinyketley@yahoo.com.br,60000,"RUA HERMINIO ARAUJO DOS SANTOS, 46 - CENTRO, Mata Verde - MG"
Mata Verde,MG,AGRO - Revenda,AGROVERDE,33 87015613,contatocontabilidade@yahoo.com.br,50000,"AVENIDA MARINHO DE ASSIS LEBRAO, 437 - CENTRO, Mata Verde - MG"
Mata Verde,MG,FARMA - Farmácia,DROGARIA UNIAO LEMOS E MARTINS,33 37221009,contatocontabilidade@yahoo.com.br,50000,"AVENIDA MARINHO DE ASIS LEBRAO, 244 - CENTRO, Mata Verde - MG"
Mata Verde,MG,FARMA - Farmácia,NOVA PHARMA MATA VERDE,33 88559154,novafarmamv@gmail.com,50000,"RUA GUANABARA, 77 - CENTRO, Mata Verde - MG"
Mata Verde,MG,FARMA - Farmácia,DROGARIA PEG+,33 88543568,drogaria.mares@gmail.com,50000,"AVENIDA MARINHO DE ASSIS LEBRAO, 155 - CENTRO, Mata Verde - MG"
Mata Verde,MG,FARMA - Farmácia,SANTE FARMA,33 87279222,santefarma2020@gmail.com,40000,"AVENIDA MARINHO DE ASSIS LEBRAO, 151 - CENTRO, Mata Verde - MG"
Mata Verde,MG,FARMA - Farmácia,DROGARIA MATA VERDE LTDA,33 37221165,contatocontabilidade@yahoo.com.br,30000,"RUA GUANABARA, 49 - CENTRO, Mata Verde - MG"
Mata Verde,MG,FARMA - Farmácia,POSTO DE MEDICAMENTOS GOBIRA,33 37221009,contatocontabilidade@yahoo.com.br,30000,"AVENIDA MARINHO DE ASSIS LEBRAO, 18 - CENTRO, Mata Verde - MG"
Mata Verde,MG,FARMA - Farmácia,DROGARIA MENOR PRECO MV LTDA,33 37221165,contatocontabilidade@hotmail.com,30000,"AVENIDA MARINHO DE ASSIS LEBRAO, 33 - CENTRO, Mata Verde - MG"
Medina,MG,AGRO - Revenda,AGROVET,33 37531551,rosiamcosta@hotmail.com,200000,"PRACA TANCREDO NEVES, 50 - GENERAL DUTRA, Medina - MG"
Medina,MG,AGRO - Revenda,CASA DO CAMPO,33 37531160,jaquespetroniojaquesamaral@gmail.com,200000,"AVENIDA BELO HORIZONTE, 220 - CENTRO, Medina - MG"
Medina,MG,PET - Petshop,47.042.880 RONALDO NERES OLIVEIRA,33 37531445,ronaldneresoliveira@gmail.com,130000,"RUA MACAPA, 261 - SAO GERALDO, Medina - MG"
Medina,MG,MERCADO - Perecíveis,SUPERMERCADO MARKES,33 37531084,madissacontabil@outlook.com,100000,"RUA ROMULO QUIRINO SILVA, 10 - CENTRO, Medina - MG"
Medina,MG,MERCADO - Perecíveis,REDE ORNELAS,33 37531364,siare@escritaonline.cnt.br,100000,"RUA PRIMEIRO DE JANEIRO, 44 - CENTRO, Medina - MG"
Medina,MG,MERCADO - Perecíveis,SUPERMERCADO BELA VISTA,33 37532034,cadastrofiscal@escritaonline.cnt.br,100000,"AVENIDA LUIZ TANURE, 123 - CENTRO, Medina - MG"
Medina,MG,MERCADO - Perecíveis,MART VALLE SUPERMERCADO,33 99914774,,70000,"FAZENDA JOSE SANTOS II, SN - ZONA RURAL, Medina - MG"
Medina,MG,FARMA - Farmácia,POSTO DE MEDICAMENTOS - DROGARIA CENTRAL,33 37321184,dfyrocha@hotmail.com,60000,"PRACA TANCREDO NEVES, 60 - GENERAL DUTRA, Medina - MG"
Medina,MG,FARMA - Farmácia,DROGARIA UNIVIDA,33 98782546,drogunivida@gmail.com,60000,"RUA OURO PRETO, 36 - CENTRO, Medina - MG"
Medina,MG,AGRO - Revenda,ACESSORIOS DO VAQUEIRO GV,33 91672609,vazgomesrafael@gmail.com,50000,"RUA PRIMEIRO DE JANEIRO, 501 - CENTRO, Medina - MG"
Medina,MG,FARMA - Farmácia,DROGARIA BEM ESTAR,33 37531551,agrorural.gd@outlook.com,50000,"PRACA TANCREDO NEVES, 90 - GENERAL DUTRA, Medina - MG"
Medina,MG,FARMA - Farmácia,DROGARIA SANTA RITA,22 22222222,departamentolegalfarma@outlook.com,50000,"PRACA DR MAX MACHADO, 80 - CENTRO, Medina - MG"
Medina,MG,AGRO - Revenda,AGROMED,33 37531160,petroniojaquesamaral@bol.com.br,50000,"RUA SAO GERALDO, 67 - CENTRO, Medina - MG"
Medina,MG,FARMA - Farmácia,DROGARIA AVENIDA,33 37531870,serteco2005@yahoo.com.br,50000,"AVENIDA LUIZ TANURE, 671 - VARZEA GRANDE, Medina - MG"
Medina,MG,PET - Petshop,COMERCIAL AGRO VALE,33 84087930,jaquespetroniojaquesamaral@gmail.com,50000,"RUA SAO JOAO DEL REY, 122 - CENTRO, Medina - MG"
Medina,MG,FARMA - Farmácia,DROGARIA SAO RUAN,33 37532828,drogariasaoruan@gmail.com,40000,"AVENIDA AFONSO PENA, 501 - CENTRO, Medina - MG"
Medina,MG,AGRO - Revenda,CASA DO CRIADOR,33 37532555,casadocriador.mg@hotmail.com,30000,"RUA SAO JOAO DEL REY, 72 - CENTRO, Medina - MG"
Medina,MG,AGRO - Revenda,ARREATA DE OURO,33 37531468,arreatadeouroagropecuaria@gmail.com,30000,"PRACA DR MAX MACHADO, 128 - CENTRO, Medina - MG"
Medina,MG,MERCADO - Perecíveis,SUPERMERCADO DANIEL, ,,30000,"RUA SAO GERALDO, 35 - CENTRO, Medina - MG"
Minas Novas,MG,MERCADO - Perecíveis,SUPERMERCADO KATIA E KARLA,33 37641182,diretoria@azteccontabil.com.br,250000,"AVENIDA ISRAEL PINHEIRO, 96 - SAUDADE, Minas Novas - MG"
Minas Novas,MG,MERCADO - Perecíveis,GILBERTO DIAS DE SOUSA FILHO LTDA,33 37642661,supermercadosmart07@gmail.com,100000,"AVENIDA WALDEMAR CESAR SANTOS, 218 - CENTRO, Minas Novas - MG"
Minas Novas,MG,PET - Petshop,AGROMINAS,33 37642058,miscontabil@yahoo.com.br,100000,"AVENIDA WALDEMAR CESAR SANTOS, 29 - CENTRO, Minas Novas - MG"
Minas Novas,MG,MERCADO - Perecíveis,SUPERMERCADO NOSSA SENHORA APARECIDA,38 32519656,supermercadosmart07@gmail.com,100000,"RUA WALDEMAR CESAR SANTOS, 218 - CENTRO, Minas Novas - MG"
Minas Novas,MG,FARMA - Farmácia,PAULA PHARMA-POSTO DE MEDICAMENTOS,33 37642146,pauladaiana14@gmail.com,99800,"AVENIDA FRANCISCO BADARO, 203 - ZONA RURAL/LAGOA GRANDE, Minas Novas - MG"
Minas Novas,MG,FARMA - Farmácia,DROGARIA TUTU E DRUGSTORE,33 98218523,drogariatutu2021@gmail.com,70000,"PRACA SEBASTIAO LEME DO PRADO, 111 - CENTRO, Minas Novas - MG"
Minas Novas,MG,AGRO - Revenda,FDV AGROPECUARIA,33 99522257,aranasc@uai.com.br,50000,"AVENIDA MINAS NOVAS, 638 - CRUZINHA, Minas Novas - MG"
Minas Novas,MG,FARMA - Farmácia,DROGARIA CONFIANCA DRUGSTORE,31 91152885,gefersonassis@gmail.com,50000,"AVENIDA DELFIM MOREIRA, 101 - CENTRO, Minas Novas - MG"
Minas Novas,MG,FARMA - Farmácia,RS CONSTRUARTE,33 98207556,drogariaangelica12@gmail.com,45000,"RUA PRINCIPAL, S/N - CANSANCAO, Minas Novas - MG"
Minas Novas,MG,FARMA - Farmácia,MAIS POPULAR FARMA,22 98004668,maispopularmg@gmail.com,40000,"AVENIDA MINAS NOVAS, 800 - DISTRITO DE CRUZINHA, Minas Novas - MG"
Minas Novas,MG,AGRO - Revenda,AGROPECUARIA UNIAO,33 99626431,agroboiminasnovas@yahoo.com.br,40000,"RUA INOCENCIO LEITE, 80 - CENTRO, Minas Novas - MG"
Minas Novas,MG,FARMA - Farmácia,FARMACIA DROGALIDER,33 99837513,jorgehenrikky@gmail.com,30000,"RUA SAO SEBASTIAO, 115 - DISTRITO DE BAIXA QUENTE, Minas Novas - MG"
Minas Novas,MG,PET - Petshop,COUROS FIGUEIREDO,33 37641390,miscontabil@yahoo.com.br,30000,"RUA NOE CORREIA, 56 - DISTRITO DE CRUZINHA, Minas Novas - MG"
Minas Novas,MG,FARMA - Farmácia,POSTO DE MEDICAMENTOS DROGALIDER,33 99837513,jorgehenrikky@gmail.com,30000,"RUA ANTONIO BARBOSA SOBRINHO, 140 - DISTRITO DE RIBEIRAO DA FOLHA, Minas Novas - MG"
Monte Formoso,MG,FARMA - Farmácia,MED FARMA,33 35341188,esteco@uol.com.br,60000,"RUA HERCULANO SILVA, 76 - CENTRO, Monte Formoso - MG"
Monte Formoso,MG,FARMA - Farmácia,POSTO DE MEDICAMENTOS MONTE FORMOSO,33 37341565,gildeteps@hotmail.com,37500,"RUA HERCULANO SILVA, 08 - CENTRO, Monte Formoso - MG"
Monte Formoso,MG,MERCADO - Perecíveis,MERCADINHO PARCEIRO,33 37458106,higocruz@yahoo.com.br,30000,"RUA RUA HERCULANO SILVA, 251 - CENTRO, Monte Formoso - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,DROGARIA MAIS SAUDE,33 87215763,mastercontabilto@gmail.com,1000000,"AVENIDA JULIO CAMPOS, 510 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,MERCADO - Perecíveis,SUPERMERCADO COMPRE BEM,33 35335070,comprebemnc@hotmail.com,800000,"AVENIDA JULIO CAMPOS, 354 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,MERCADO - Perecíveis,XERETA SUPERMERCADOS,33 35355151,xeretasupermercados@hotmail.com,600000,"RUA DAVID MUSSI, 159 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,MERCADO - Perecíveis,AMORIM SUPERMERCADO,33 35331326,amorimsupermercado@hotmail.com.br,500000,"RUA PRESIDENTE BERNARDES, 127 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,AGRO - Revenda,CASA DO PRODUTOR,33 87501925,deltacontabilidade.nc@gmail.com,200000,"AVENIDA JULIO CAMPOS, 603 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,MERCADO - Perecíveis,ATACALIDER ATACAREJO,33 35231543,contabilidadeklierls@gmail.com,181000,"RUA DAVID MUSSI, 159 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,AGRO - Revenda,AGROPECUARIA CELEIRO,33 88686207,exatanc@outlook.com,150000,"AVENIDA JULIO CAMPOS, 420 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,DROGARIA VITAL BRASIL, ,,100000,"AVENIDA JULIO CAMPOS, 244 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,HIPER POPULAR NOVO CRUZEIRO,33 87310140,hiperpopularnc@hotmail.com,100000,"AVENIDA JULIO CAMPOS, 380 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,FARMACIA CENTRAL,33 35331265,farmacia.centralnc@hotmail.com,99800,"RUA PRESIDENTE BERNARDES, 44 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,AGRO - Revenda,CASA DO GADO,33 35331504,mastercontabilto@gmail.com,70000,"PRACA SARGENTO NORALDINO ROSA, 337 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,PET - Petshop,AGRO VETERINARIA LAMBARI,33 35367334,servicoscontabeismr@gmail.com,64000,"RUA JOSE GERALDO SOARES, 332 - NOVILHONA, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,DROGARIA FOCO,33 88279290,thaisevip@ig.com.br,60000,"AVENIDA JULIO CAMPOS, 562 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,AGRO - Revenda,TUDO DA ROCA,33 35331328,siare@escritaonline.cnt.br,50000,"RUA DAVID MUSSI, 182 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,DROGARIA NUNES E PINHEIRO LTDA,33 35334045,martins.contabilidade@bol.com.br,50000,"RUA JOSE GERALDO SOARES, 305 - LAMBARI, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,AGRO - Revenda,DAROCA,33 35331922,hnrdutra@yahoo.com.br,50000,"RUA DAVID MUSSI, 182 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,FARMACIA NOSSA SENHORA DE FATIMA,33 88717202,dviana@uai.com.br,50000,"AVENIDA JULIO CAMPOS, 296 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,ANA PAULA ESTEVES LIMA,33 35331213,,50000,"PRACA DOM JOSE DE HAAS, 140 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,AGRO - Revenda,NOVILHONA AGROPECUARIA LTDA,33 87238303,marcos.ramosdesousa@yahoo.com.br,50000,"AVENIDA JULIO CAMPOS, 624 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,AGRO - Revenda,CASA DO PRODUTOR,33 88442508,deltacontabilidade.nc@gmail.com,45000,"AVENIDA JULIO CAMPOS, 603 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,POSTO DE MEDICAMENTO QUEIXADA,33 99828798,deltacontabilidade.nc@gmail.com,40000,"RUA PRINCIPAL, 779 - QUEIXADA, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,FARMA - Farmácia,FARMACIA PRECO BAIXO,27 96535910,consilcontabilidade@uol.com.br,30000,"AVENIDA JULIO CAMPOS, 420 - CENTRO SEDE, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,MERCADO - Perecíveis,SUPER CLARA,33 35331411,siare@escritaonline.cnt.br,30000,"AVENIDA JULIO CAMPOS, 462 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,MERCADO - Perecíveis,JOAO RODRIGUES DA PAIXAO FILHO UNIPESSOAL LTDA,33 35331547,,30000,"AVENIDA JULIO CAMPOS, 628 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,MERCADO - Perecíveis,MERCEARIA MARTINS,33 35331375,walterxavierlima@oi.com.br,30000,"AVENIDA JULIO CAMPOS, 512 - CENTRO, Novo Cruzeiro - MG"
Novo Cruzeiro,MG,AGRO - Revenda,CARDOSO AGROPECUARIA,33 98080307,mns.solucoescontabeis@gmail.com,30000,"AVENIDA JULIO CAMPOS, 603 - CENTRO, Novo Cruzeiro - MG"
Padre Paraíso,MG,MERCADO - Perecíveis,SUPERMERCADO A & E LTDA,33 37313675,contabil@supermercadopef.com.br,1200000,"AVENIDA MINAS GERAIS, 954 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,MERCADO - Perecíveis,SUPERMERCADO ORNELAS,33 35342122,cadastro@escritaonline.cnt.br,350000,"RUA JOSE PEREIRA CAMPOS, 33 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,MERCADO - Perecíveis,SUPERMERCADO S MEGA,33 35341188,siare@escritaonline.cnt.br,340000,"AVENIDA MINAS GERAIS, 970 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,MERCADO - Perecíveis,SUPERMERCADO ORNELAS,33 99513694,silvanetoeuclides31@gmail.com,150000,"RUA OSORIO DE CASTRO ALVES, 20 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,PET - Petshop,AGROPET E VETERINARIA E O BICHO SOCIEDADE LTDA,33 98331995,alcancecontabilidadepp@gmail.com,120000,"RUA OSORIO DE CASTRO ALVES, 100 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,DROGARIA CENTRAL,33 35341188,esteco@uol.com.br,80000,"RUA PRESIDENTE BERNARDES, 153 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,MINAS FARMA,33 35341875,alcancecontabilidadepp@gmail.com,80000,"RUA MANOEL MODESTO, 26 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,DROGARIAS CAIRES,33 84459501,esteco@uol.com.br,75000,"AVENIDA MINAS GERAIS, 801 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,FARMA VIDA,33 35341188,esteco@uol.com.br,60000,"PRACA AGUAS MARINHAS, 110 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,FARMACIA PARA TODOS,33 35341188,esteco@uol.com.br,60000,"PRACA AGUAS MARINHAS, 8 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,MERCADO - Perecíveis,SUPERMERCADO CAIRES MARTINS,33 35341188,esteco@uol.com.br,50000,"RUA ARACUAI, 33 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,PET - Petshop,PETMANIA,33 84521714,rcontab@uai.com.br,50000,"AVENIDA MINAS GERAIS, 738 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,AGRO - Revenda,MM VETERINARIA,33 84567520,esteco@uol.com.br,40000,"AVENIDA MINAS GERAIS, 884 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,MERCADO - Perecíveis,CLAUDIO GOMES GONCALVES,33 35226164,bmzdoliveira@uol.com.br,40000,"AVENIDA MINA GERAIS, 888 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,DROGARIA ORNELAS LEAO,33 84130314,rcontab@uai.com.br,40000,"RUA MANOEL MODESTO, 120 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,AGRO - Revenda,AGROGEO VETERINARIA,33 35341875,alcancecontabilidadepp@gmail.com,40000,"AVENIDA AVENIDA MINAS GERAIS, 1166 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,DROGARIA LIMA E DUARTE LTDA,33 35341432,siare@escritaonline.cnt.br,40000,"AVENIDA MINAS GERAIS, 757 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,AGRO - Revenda,AGROPEC PARAISO,33 35341188,alcancecontabilidadepp@gmail.com,35000,"RUA PREFEITO NILSON PEREIRA DUTRA, 1 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,AGRO - Revenda,ROBSON KENNEDY CAMARGO DE FIGUEIREDO,33 84333692,servicoscontabeismr@gmail.com,35000,"AVENIDA MINAS GERAIS, 920 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,MERCADO - Perecíveis,ORNELAS LOGISTICA,33 84591844,inaramalho10@hotmail.com,30000,"RUA OZORIO CASTRO ALVES, 34 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,FARMACIA PRECO BAIXO,28 96535910,fdotrabalhadorpadreparaiso@gmail.com,30000,"RUA ARACUAI, 28 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,DROGARIAS CAIRES,33 30864247,ophuscontabil@gmail.com,30000,"RUA ARACUAI, 10 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,FARMA - Farmácia,DROGARIA PEDROSO,33 35341188,esteco@uol.com.br,30000,"RUA ARACUAI, 50 - CENTRO, Padre Paraíso - MG"
Padre Paraíso,MG,AGRO - Revenda,VETERINARIA NUTRI, ,,30000,"AVENIDA MINAS GERAIS, 872 - CENTRO, Padre Paraíso - MG"
Palmópolis,MG,FARMA - Farmácia,ULTRA MAIS,33 99558038,processos@meliuzcontabilidade.com.br,100000,"RUA CLEMENTE PINTO ROSA, 49 - CENTRO, Palmópolis - MG"
Palmópolis,MG,AGRO - Revenda,AGROMIX,33 88211464,clebiomix@hotmail.com,50000,"AVENIDA ANTONIO ESTEVES VIANA, 383 - CENTRO, Palmópolis - MG"
Palmópolis,MG,FARMA - Farmácia,DROGARIA SENHOR DOS PASSOS,33 37471092,joaquimviana56@yahoo.com.br,50000,"AVENIDA ANTONIO ESTEVES VIANA, 45 - CENTRO, Palmópolis - MG"
Palmópolis,MG,FARMA - Farmácia,DROGARIA BEM ESTAR,33 88333450,edimariolacerda@bol.com.br,50000,"AVENIDA ANTONIO ESTEVES VIANA, 220 - CENTRO, Palmópolis - MG"
Palmópolis,MG,FARMA - Farmácia,DROGARIA FIGUEIRO,33 88333450,edimariolacerda@bol.com.br,50000,"AVENIDA ANTONIO ESTEVES VIANA, 109 - CENTRO, Palmópolis - MG"
Palmópolis,MG,AGRO - Revenda,FARMA CAMPO,33 88226136,edimariolacerda@bol.com.br,50000,"PRACA DO COMERCIO, 18 - CENTRO, Palmópolis - MG"
Pedra Azul,MG,MERCADO - Perecíveis,EMA EMPRESA MINEIRA DE ALIMENTOS,33 88744545,jansenathos@gmail.com,320000,"AVENIDA DR. ANTERO DE LUCENA RUAS, 55 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,MERCADO - Perecíveis,BRITO SUPERMERCADOS,33 87041152,cadastrofiscal@escritaonline.cnt.br,200000,"AVENIDA DR. ANTERO DE LUCENA RUAS, 578 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,FARMA - Farmácia,DROGARIA POPULAR,33 91665625,drogariapopularpedraazul@gmail.com,110000,"PRACA FRANCISCA FIGUEIREDO, 80 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,MERCADO - Perecíveis,SUPERMERCADOS MOREIRA,31 96631989,rm.direito@hotmail.com,105000,"AVENIDA CASSIANO MENDES, 76 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,MERCADO - Perecíveis,SUPERMERCADOS MOREIRA,33 97011978,escrita@escritaonline.cnt.br,100000,"AVENIDA ANTHERO DE LUCENA RUAS, 1154 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,FARMA - Farmácia,FARMACIA DO TRABALHADOR DE PEDRA AZUL,33 99400032,farmaciapedraazul123@gmail.com,100000,"AVENIDA DR ANTERO DE LUCENA RUAS, 205 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,MERCADO - Perecíveis,REDE PINGUIM SUPERMERCADOS,33 37512285,atacarejopinguim@outlook.com,100000,"AVENIDA CASSIANO MENDES, 76 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,MERCADO - Perecíveis,SUPERMERCADO PAGUE POUCO,33 37512268,heliogregmedeiros@gmail.com,96000,"PRACA CLEMENTE FARIA, 190 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,MERCADO - Perecíveis,SUPERMERCADO NUNES,33 37511952,supermercadonunes77@gmail.com,80000,"PRACA CLEMENTE FARIA, 140 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,MERCADO - Perecíveis,SUPERMERCADOS BOA COMPRA,33 88730482,fiscal@supermercadosboacompra.com.br,70000,"PRACA CLEMENTE FARIA, 34 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,AGRO - Revenda,LOJA DO PRODUTOR,33 37512498,lojadoprodutor28@gmail.com,62200,"AVENIDA JOAO DE ALMEIDA, 27 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,AGRO - Revenda,MENINOS DA PECUARIA,33 88197763,victormobilicar@hotmail.com,50000,"RUA DR ANTONIO FARIA, 200 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,MERCADO - Perecíveis,FENIX COMERCIO E TRANSPORTES LTDA.,33 87085402,cereaisfenix@gmail.com,50000,"RUA FRANCISCO BORJA PORTELA, 335 - CRUZEIRO, Pedra Azul - MG"
Pedra Azul,MG,AGRO - Revenda,AGRORRURALPET PRODUTOS VETERINARIOS LTDA,33 91723023,agrorural.rl@gmail.com,40000,"AVENIDA DR. ANTHERO DE LUCENA RUAS, 122 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,FARMA - Farmácia,LAURA FARMA,33 91641949,talesveloso@yahoo.com.br,40000,"RUA ELIEZER FERREIRA LACERDA, 265 - BELA VISTA, Pedra Azul - MG"
Pedra Azul,MG,PET - Petshop,CENTRAL DAS RACOES,33 99610760,evangelistamarcus@hotmail.com,40000,"AVENIDA SETE DE SETEMBRO, 284 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,FARMA - Farmácia,DROGARIA ARRUDA,33 37512658,,35000,"AVENIDA DR ANTERO DE LUCENA RUAS, 148 - CENTRO, Pedra Azul - MG"
Pedra Azul,MG,FARMA - Farmácia,DIVISA ALEGRE LTDA,33 37511210,wesleyfarma1@hotmail.com,30000,"RUA JOANA BRAGA, 13 - , Pedra Azul - MG"
Ponto dos Volantes,MG,AGRO - Revenda,MADENORTE,33 37341488,econtabilconsultoria.assessoria@gmail.com,200000,"AVENIDA ANA CABURE, 1815 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,FARMA - Farmácia,DROGARIA CARVALHO,33 98895984,drogariacarvalhopv@hotmail.com,150000,"AVENIDA ANA CABURE, 1880 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,MERCADO - Perecíveis,SUPERMERCADO SANTANA DO ARACUAI,33 98215449,ssupermercadosantana@gmail.com,120000,"RUA PCA TIRADENTES, 300 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,MERCADO - Perecíveis,DISTRIBUIDORA MENOR PRECO,33 87007418,rafaelpvlemismt@gmail.com,80000,"RUA VISTA ALEGRE, 41 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,AGRO - Revenda,AGROVETERINARIA CENTRAL,33 91068528,centralconstrucoes1@hotmail.com,50000,"AVENIDA ANA CABURE, 1900 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,FARMA - Farmácia,FARMACIA DO TRABALHADOR,33 35341188,esteco@uol.com.br,50000,"RUA DA MATRIZ, 20 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,FARMA - Farmácia,POSTO DE MEDICAMENTOS DROGAFARMA,33 37341105,contagui@uai.com.br,50000,"PRAÇA TIRADENTES, 270 - SANTANA DO ARACUAI, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,FARMA - Farmácia,DROGARIA SAO SEBASTIAO,33 35341188,esteco@uol.com.br,35000,"RUA BELA VISTA, 12 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,AGRO - Revenda,VETERINARIA VEIGA,33 37342540,wilsontadeu@bol.com.br,30000,"PRACA SINVAL CHAGAS MELO, 80 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,AGRO - Revenda,VETERINARIA NUTRI,33 35341188,esteco@uol.com.br,30000,"PRACA SINVAL CHAGAS MELO, 38 - CENTRO, Ponto dos Volantes - MG"
Ponto dos Volantes,MG,AGRO - Revenda,AGROVETERINARIA PAIOL,33 99926333,douglasfrancapaiol@gmail.com,30000,"PRACA DA MATRIZ, 90 - CENTRO, Ponto dos Volantes - MG"
